"V1","V2","V3","V4","V5","V6","V7","V8","V9"
0.6545,0.0333,0.2951,0.9771,0.6885,0.5275,0.5547,0.4355,0.3811
0.7953,0.8467,0.8575,0.8303,0.2025,0.1513,0.3813,0.4481,0.9143
0.2029,0.2741,0.5147,0.7635,0.2187,0.6405,0.3067,0.4513,0.4121
0.8647,0.6871,0.0099,0.6711,0.2039,0.5229,0.8339,0.1735,0.5161
0.8141,0.7439,0.7991,0.9873,0.3027,0.2323,0.0537,0.8243,0.5539
0.3601,0.2097,0.3219,0.3185,0.1891,0.7475,0.7301,0.0187,0.9207
0.2753,0.5865,0.9367,0.5229,0.7845,0.4245,0.2063,0.4961,0.5987
0.4943,0.6097,0.1809,0.9607,0.8665,0.0757,0.0423,0.9125,0.6399
0.3395,0.4915,0.1363,0.5393,0.3361,0.2089,0.8421,0.2187,0.0563
0.6619,0.9845,0.7691,0.1087,0.8603,0.7733,0.3343,0.9183,0.1651
0.7141,0.8653,0.1697,0.0329,0.6763,0.9653,0.6189,0.0637,0.7409
0.2109,0.7389,0.2551,0.6157,0.8185,0.9097,0.2103,0.0239,0.4945
0.3611,0.0081,0.4427,0.7595,0.4703,0.1255,0.4417,0.0229,0.3213
0.7353,0.1861,0.5599,0.1439,0.4915,0.3079,0.5045,0.1377,0.5227
0.0877,0.6225,0.0681,0.4121,0.0991,0.9831,0.4089,0.9135,0.6121
0.8863,0.1501,0.6995,0.7015,0.8597,0.0325,0.7695,0.9887,0.7189
0.7841,0.4339,0.5327,0.1709,0.1573,0.7677,0.7197,0.2157,0.1279
0.4145,0.6605,0.1041,0.1049,0.3889,0.1197,0.4891,0.9875,0.8837
0.5381,0.1805,0.4641,0.4441,0.4783,0.7583,0.7929,0.9775,0.6723
0.0255,0.3351,0.9705,0.3887,0.3597,0.1479,0.8533,0.3053,0.5797
0.1489,0.1663,0.1075,0.0935,0.6241,0.3739,0.6163,0.0771,0.3399
0.3223,0.8633,0.7273,0.5507,0.8557,0.2443,0.0341,0.9007,0.8483
0.4249,0.2051,0.9873,0.9815,0.7609,0.1939,0.5581,0.5979,0.4785
0.1995,0.8613,0.9315,0.6071,0.1983,0.5651,0.4203,0.6433,0.8171
0.6495,0.7805,0.5163,0.6423,0.7399,0.9091,0.6351,0.1075,0.7927
0.8753,0.1177,0.4837,0.2933,0.8371,0.1737,0.8531,0.2431,0.4693
0.0157,0.1345,0.8519,0.8589,0.2647,0.4561,0.7557,0.8419,0.2185
0.9255,0.1135,0.5181,0.4993,0.7643,0.2797,0.0325,0.6479,0.8673
0.3081,0.7053,0.0521,0.7677,0.7153,0.7679,0.4807,0.2475,0.3109
0.6325,0.1615,0.4771,0.5771,0.1727,0.1749,0.1105,0.8189,0.9807
0.0273,0.3619,0.9735,0.8461,0.0359,0.2425,0.9985,0.9433,0.6051
0.6513,0.0939,0.2723,0.2317,0.4685,0.5315,0.9191,0.3143,0.5065
0.2485,0.9965,0.4613,0.4467,0.1651,0.9783,0.1791,0.1813,0.7245
0.3097,0.8355,0.5269,0.4395,0.5053,0.3677,0.6279,0.5951,0.7469
0.8747,0.8449,0.3243,0.2651,0.2671,0.9989,0.3961,0.1717,0.5005
0.1279,0.0233,0.3229,0.9079,0.0067,0.7739,0.8897,0.6897,0.2767
0.4277,0.7135,0.1135,0.7435,0.0691,0.9531,0.8047,0.4273,0.1285
0.3997,0.5221,0.6697,0.7241,0.1859,0.6767,0.5019,0.0629,0.9219
0.7115,0.0029,0.8361,0.9791,0.8673,0.2633,0.9655,0.7209,0.7027
0.0613,0.9155,0.3019,0.2099,0.5479,0.5609,0.0859,0.5915,0.6499
0.3607,0.3277,0.9045,0.6647,0.9963,0.1357,0.8615,0.7203,0.0983
0.9367,0.4659,0.0365,0.4847,0.4141,0.7323,0.4749,0.8975,0.4743
0.9375,0.4277,0.5393,0.6301,0.5021,0.2327,0.7393,0.3861,0.2213
0.7711,0.6661,0.4043,0.9759,0.9013,0.3269,0.6089,0.0897,0.3371
0.7811,0.5285,0.5737,0.1941,0.7423,0.0539,0.1625,0.0551,0.1027
0.3661,0.1071,0.0039,0.4345,0.9767,0.4897,0.8575,0.3953,0.5493
0.9477,0.2835,0.7701,0.3625,0.0563,0.8539,0.4303,0.6569,0.0939
0.2897,0.6091,0.9601,0.3167,0.1869,0.2689,0.7489,0.1473,0.6113
0.3749,0.8755,0.0109,0.5883,0.6343,0.4863,0.5283,0.5265,0.3931
0.4219,0.3911,0.4853,0.4691,0.9173,0.1815,0.2635,0.6101,0.4799
0.6599,0.8063,0.9855,0.5131,0.3609,0.9445,0.0975,0.9447,0.8423
0.9985,0.4877,0.3395,0.9543,0.7571,0.0319,0.0535,0.7815,0.0277
0.4977,0.8617,0.4325,0.1907,0.5207,0.6877,0.3487,0.2687,0.9263
0.6039,0.8217,0.0269,0.7445,0.3467,0.2381,0.8171,0.5959,0.4953
0.3345,0.5871,0.3355,0.1415,0.1775,0.2581,0.5437,0.7331,0.3037
0.8609,0.9631,0.4563,0.6945,0.2741,0.8579,0.4225,0.9699,0.9839
0.8597,0.4843,0.1701,0.7253,0.7987,0.1923,0.8273,0.7943,0.3995
0.3225,0.8839,0.1603,0.4589,0.8479,0.8935,0.7939,0.6015,0.6647
0.0433,0.8045,0.3441,0.3073,0.2603,0.0751,0.0329,0.6381,0.9279
0.3477,0.8907,0.3849,0.5619,0.4321,0.9507,0.4459,0.0333,0.1287
0.4143,0.2839,0.6259,0.0289,0.7827,0.0367,0.8375,0.0743,0.9409
0.2521,0.7037,0.0409,0.6461,0.3127,0.4131,0.8779,0.9649,0.3171
0.7571,0.6673,0.2719,0.2825,0.4647,0.4457,0.5993,0.1631,0.3745
0.2267,0.9207,0.6725,0.9077,0.0921,0.5115,0.2807,0.3357,0.3971
0.4815,0.8405,0.1255,0.7745,0.3271,0.0835,0.5371,0.2653,0.9145
0.2927,0.4201,0.4633,0.0237,0.7973,0.6611,0.8327,0.1413,0.4707
0.5365,0.0951,0.8615,0.4789,0.3379,0.3929,0.4937,0.8663,0.8499
0.8069,0.6235,0.4981,0.1431,0.3581,0.6669,0.6995,0.0557,0.2867
0.1757,0.2943,0.2993,0.2183,0.7803,0.0351,0.7687,0.8411,0.0885
0.7181,0.2895,0.7067,0.1689,0.7543,0.0291,0.7247,0.6037,0.3001
0.5431,0.0389,0.3583,0.6561,0.1613,0.3217,0.7503,0.3273,0.7855
0.1719,0.8611,0.0477,0.4509,0.4895,0.3795,0.6559,0.1483,0.0811
0.3181,0.5715,0.6361,0.2545,0.3285,0.4061,0.3177,0.9965,0.8357
0.4175,0.1795,0.5581,0.1911,0.0633,0.0951,0.0885,0.3093,0.4319
0.4657,0.6459,0.5019,0.4999,0.1943,0.1163,0.3637,0.4759,0.3101
0.1891,0.6285,0.0139,0.4675,0.7899,0.0689,0.9087,0.2777,0.1127
0.3249,0.3655,0.6269,0.4145,0.7163,0.2247,0.0677,0.8563,0.9439
0.2823,0.5961,0.4429,0.3449,0.2575,0.0149,0.1695,0.3659,0.7697
0.5285,0.3083,0.2391,0.5945,0.7493,0.3375,0.0057,0.1335,0.4839
0.9135,0.8429,0.0219,0.8097,0.6415,0.5245,0.1167,0.1855,0.4283
0.9211,0.2593,0.1137,0.7723,0.2339,0.0387,0.7639,0.6577,0.7601
0.0141,0.1101,0.9341,0.9889,0.1215,0.9633,0.1865,0.0975,0.3137
0.7537,0.6303,0.5159,0.7875,0.1001,0.1503,0.2213,0.3331,0.6825
0.5141,0.8733,0.1441,0.9449,0.2311,0.2703,0.4879,0.1357,0.1129
0.1503,0.8025,0.9829,0.6207,0.2875,0.4011,0.1801,0.9893,0.5051
0.9055,0.5189,0.8651,0.3783,0.9001,0.0261,0.4305,0.8835,0.4095
0.1733,0.9863,0.3221,0.1035,0.1879,0.1313,0.7603,0.2847,0.9383
0.0087,0.5379,0.3439,0.9213,0.7885,0.2841,0.4403,0.5943,0.8487
0.8967,0.9009,0.1421,0.7917,0.3203,0.7279,0.4241,0.7913,0.2531
0.8111,0.4319,0.6923,0.9253,0.3353,0.7803,0.9271,0.8201,0.1341
0.4617,0.4557,0.5533,0.6995,0.6935,0.6377,0.8731,0.3059,0.0355
0.2595,0.8395,0.1103,0.2521,0.5487,0.8069,0.8633,0.0201,0.0231
0.7029,0.2169,0.5165,0.9041,0.1679,0.2017,0.0615,0.7487,0.8391
0.7781,0.1573,0.1487,0.7397,0.0391,0.7779,0.6615,0.5453,0.7499
0.3279,0.8251,0.7545,0.9757,0.1061,0.9801,0.8863,0.2991,0.2359
0.3209,0.3587,0.2297,0.0171,0.2587,0.0475,0.6639,0.8675,0.3921
0.8719,0.3377,0.9931,0.7659,0.6863,0.3823,0.7669,0.3577,0.4849
0.4919,0.7801,0.6753,0.8833,0.0019,0.5885,0.1951,0.9343,0.6815
0.8449,0.7809,0.8071,0.9133,0.4707,0.3807,0.6379,0.1087,0.6651
0.6999,0.7841,0.6841,0.0757,0.7781,0.4701,0.9679,0.3925,0.8343
0.0893,0.6563,0.2833,0.2279,0.8021,0.4959,0.9731,0.9997,0.8897
0.6869,0.1275,0.8003,0.5863,0.4213,0.3487,0.8851,0.5123,0.5421
0.0735,0.8049,0.4817,0.9327,0.1079,0.7197,0.1861,0.0559,0.9057
0.5753,0.9183,0.1993,0.1673,0.0799,0.2891,0.2769,0.2849,0.7391
0.8721,0.0901,0.5369,0.4995,0.7647,0.4691,0.2583,0.0041,0.9171
0.8595,0.8673,0.4637,0.5171,0.2397,0.7765,0.2021,0.1525,0.5685
0.2987,0.2369,0.6321,0.5589,0.5153,0.0631,0.2595,0.6169,0.1123
0.6365,0.1299,0.2387,0.3873,0.5789,0.3209,0.8153,0.3783,0.7095
0.0089,0.8289,0.4597,0.3545,0.8559,0.2069,0.6875,0.8903,0.6411
0.9587,0.1139,0.0127,0.9803,0.2307,0.4087,0.0017,0.1319,0.4007
0.4361,0.5251,0.5373,0.5457,0.0503,0.9345,0.2135,0.5863,0.1777
0.3197,0.2937,0.2647,0.0601,0.4171,0.5751,0.2657,0.7279,0.6321
0.3763,0.7001,0.1507,0.1717,0.6349,0.6069,0.8889,0.1703,0.1175
0.9111,0.4303,0.9611,0.4815,0.5499,0.8999,0.8249,0.6525,0.2099
0.2309,0.9483,0.7377,0.9729,0.5075,0.6413,0.7577,0.9041,0.7039
0.7413,0.3823,0.8707,0.3233,0.5333,0.4077,0.9381,0.5161,0.9899
0.0329,0.8499,0.6665,0.0721,0.6509,0.0121,0.4953,0.8553,0.6939
0.7555,0.1433,0.7335,0.0351,0.2857,0.8119,0.2231,0.5253,0.3797
0.4601,0.7651,0.9607,0.1477,0.1477,0.5901,0.7567,0.7213,0.8245
0.5293,0.6537,0.5351,0.3765,0.2593,0.9995,0.8043,0.4987,0.9493
0.0347,0.4483,0.4133,0.5377,0.8121,0.7951,0.4791,0.6935,0.6909
0.6931,0.6267,0.1067,0.9565,0.7107,0.4157,0.7325,0.8097,0.8577
0.7081,0.7783,0.0363,0.6035,0.4349,0.3999,0.7081,0.5995,0.4323
0.8915,0.7081,0.0497,0.3145,0.2573,0.6913,0.7347,0.1501,0.9065
0.7839,0.7895,0.2623,0.4901,0.7435,0.5951,0.8525,0.5385,0.4457
0.3527,0.5101,0.1301,0.0693,0.0711,0.3015,0.0407,0.8437,0.8211
0.4885,0.4631,0.5311,0.5653,0.2027,0.7399,0.8875,0.4127,0.3039
0.1407,0.7519,0.9817,0.6411,0.2699,5e-04,0.3019,0.0099,0.9591
0.7375,0.7385,0.0231,0.1117,0.7103,0.1157,0.9733,0.5377,0.2929
0.2615,0.0771,0.4119,0.1053,0.2127,0.3365,0.9595,0.3769,0.2315
0.4393,0.6743,0.3129,0.4961,0.6221,0.4549,9e-04,0.5803,0.3965
0.2275,0.2817,0.2777,0.5677,0.9235,0.0399,0.0965,0.1625,0.2661
0.6571,0.4595,0.1503,0.1021,0.1699,0.6507,0.1513,0.4677,0.2533
0.2835,0.2067,0.2475,0.8537,0.3057,0.7721,0.7945,0.3237,0.4793
0.4417,0.0033,0.9795,0.4933,0.6239,0.2229,0.7849,0.0805,0.5075
0.7419,0.5779,0.4275,0.0097,0.1675,0.8625,0.2349,0.5987,0.6649
0.3723,0.6493,0.9189,0.6971,0.1287,0.6789,0.1857,0.6981,0.2159
0.2301,0.2457,0.5841,0.1079,0.2591,0.2659,0.9435,0.1765,0.4059
0.1763,0.3521,0.0839,0.8645,0.2171,0.3325,0.9741,0.2629,0.0755
0.4755,0.2737,0.3215,0.1447,0.9377,0.9573,0.0797,0.4643,0.8975
0.4805,0.1463,0.8941,0.4317,0.2697,0.3893,0.4415,0.6961,0.6701
0.7073,0.9105,0.0647,0.1017,0.3697,0.8079,0.6893,0.3617,0.2269
0.3519,0.6333,0.5613,0.3613,0.3245,0.8915,0.5403,0.1759,0.8637
0.3537,0.3179,0.7935,0.1031,0.2399,0.4041,0.5997,0.2317,0.7985
0.6327,0.9187,0.0551,0.6739,0.7627,0.3627,0.8117,0.2703,0.7751
0.5871,0.6645,0.4553,0.0731,0.7473,0.2825,0.4639,0.8119,0.2765
0.2445,0.5851,0.0567,0.3919,0.1739,0.7247,0.2435,0.1021,0.9235
0.1527,0.3603,0.2443,0.2535,0.9157,0.3359,0.3845,0.3563,0.8145
0.6851,0.1831,0.5709,0.1853,0.6937,0.8747,0.1245,0.6909,0.3509
0.8895,0.2661,0.2809,0.4987,0.1621,0.5169,0.4695,0.7367,0.5141
0.7493,0.8945,0.0445,0.3439,0.2469,0.2877,0.3825,0.9833,0.1893
0.4459,0.8835,0.9711,0.5443,0.0439,0.8951,0.0693,0.7597,0.2041
0.0991,0.5629,0.2269,0.3017,0.8571,0.6769,0.3033,0.5221,0.5249
0.2063,0.9619,0.2085,0.1453,0.3123,0.0357,0.6965,0.0367,0.9269
0.9291,0.5525,0.3329,0.0991,0.5241,0.5571,0.2377,0.1157,0.7273
0.2405,0.6833,0.7963,0.8329,0.2897,0.0597,0.0265,0.6755,0.7239
0.2809,0.8015,0.0993,0.7983,0.4871,0.3793,0.0097,0.9929,0.6213
0.9921,0.5835,0.8933,0.7473,0.2611,0.0729,0.0085,0.6803,0.3645
0.6919,0.4197,0.5817,0.1811,0.0625,0.3053,0.9875,0.4731,0.4129
0.8249,0.4371,0.5451,0.2085,0.1759,0.1361,0.5883,0.8379,0.4221
0.2985,0.2115,0.9165,0.1381,0.9623,0.6629,0.7539,0.4187,0.8649
0.9937,0.5673,0.3375,0.1947,0.9909,0.6359,0.0949,0.2731,0.6959
0.9767,0.1937,0.3033,0.8811,0.2833,0.8811,0.2771,0.3377,0.7917
0.6645,0.4673,0.0569,0.6193,0.8285,0.3719,0.0019,0.8791,0.8529
0.2251,0.5583,0.5233,0.0819,0.7995,0.5551,0.4387,0.4823,0.4197
0.2665,0.1051,0.4535,0.9719,0.9779,0.6763,0.5461,0.7021,0.1437
0.6473,0.3677,0.6419,0.1521,0.9687,0.4295,0.3133,0.5527,0.0619
0.3361,0.9837,0.2357,0.7709,0.9757,0.9255,0.7445,0.3785,0.1661
0.2795,0.2631,0.6453,0.5881,0.5991,0.5173,0.4497,0.4403,0.1225
0.1359,0.5399,0.7313,0.0765,0.7293,0.4283,0.5825,0.3591,0.7787
0.3475,0.7043,0.2753,0.2945,0.2403,0.1363,0.3055,0.2741,0.0345
0.8229,0.2043,0.8367,0.1055,0.8701,0.6271,0.4709,0.8129,0.9585
0.9707,0.3387,0.1873,0.7501,0.3075,0.5955,0.5667,0.1431,0.7483
0.0853,0.0995,0.7705,0.7005,0.8303,0.4719,0.1627,0.2829,0.6443
0.3913,0.7315,0.0543,0.8281,0.9091,0.4273,0.6129,0.3179,0.5741
0.7433,0.4927,0.8771,7e-04,0.4677,0.1651,5e-04,0.5795,0.6963
0.7703,0.1903,0.9885,0.2389,0.4931,0.8895,0.6403,0.6071,0.6029
0.6403,0.7939,0.6907,0.8887,0.6829,0.4761,0.7649,0.9633,0.5957
0.5101,0.5057,0.4281,0.0321,0.4667,0.3939,0.1047,0.6089,0.8925
0.5617,0.8751,0.3657,0.4009,0.8283,0.9249,0.3051,0.5807,0.0281
0.9247,0.4381,0.0263,0.3731,0.7235,0.9323,0.5927,0.7151,0.8065
0.8071,0.9593,0.1381,0.5313,0.8391,0.4159,0.2561,0.1345,0.5995
0.0775,0.3283,0.7941,0.7767,0.8437,0.5313,0.4641,0.6827,0.0023
0.6705,0.7963,0.3173,0.8277,0.8223,0.7027,0.7155,0.1995,0.9289
0.6963,0.2535,0.4721,0.8999,0.2369,0.2183,0.4383,0.8607,0.2489
0.8667,0.5473,0.6529,0.8213,0.2241,0.6731,0.0037,0.9263,0.6167
0.5931,0.0767,0.3761,0.3425,0.3821,0.9105,0.4231,0.2575,0.0921
0.7417,0.9735,0.9159,0.8899,0.3449,0.5009,0.8839,0.9141,0.0247
0.0597,0.0101,0.7509,0.9841,0.6375,0.2935,0.8275,0.2079,0.8987
0.9563,0.0833,0.4655,0.0657,0.0855,0.9119,0.5507,0.2227,0.2087
0.4509,0.8469,0.9059,0.8761,0.2151,0.3647,0.1391,0.9923,0.0941
0.6395,0.2645,0.7407,0.6849,0.5939,0.2729,0.6931,0.5523,0.9079
0.1679,0.5935,0.4691,0.8963,0.4585,0.6153,0.9673,0.9339,0.9003
0.7043,0.9087,0.4741,0.6627,0.1757,0.8523,0.6017,0.0457,0.8221
0.7195,0.5511,0.7405,0.4533,0.6879,0.3033,0.4741,0.8917,0.5117
0.6201,0.7179,0.8357,0.9067,0.1925,0.1981,0.5083,0.9449,0.7259
0.4279,0.8075,0.6367,0.6723,0.4267,0.7879,0.6073,0.5167,0.4243
0.0821,0.0887,0.2377,0.7705,0.3631,0.0581,0.0895,0.3037,0.6149
0.6929,0.6143,0.4781,0.7719,0.7831,0.3355,0.4871,0.0651,0.8833
0.9929,0.2237,0.8325,0.0845,0.9523,0.1505,0.1061,0.5365,0.5759
0.9189,0.3937,0.6091,0.2163,0.2079,0.9793,0.2945,0.8893,0.5717
0.1901,0.9041,0.4989,0.0685,0.9993,0.7709,0.6793,0.5113,0.5851
0.7005,0.9401,0.2015,0.2797,0.1531,0.9967,0.6127,0.5665,0.8433
0.2609,0.2825,0.6827,0.9611,0.6573,0.0867,0.7251,0.1435,0.0283
0.2461,0.8433,0.8291,0.9827,0.5977,0.1203,0.9321,0.9993,0.4305
0.0111,0.3011,0.0371,0.9247,0.6861,0.9337,0.9083,0.5833,0.5041
0.9073,0.7687,0.1739,0.6929,0.9459,0.6387,0.3859,0.6257,1e-04
0.1575,0.7321,0.4583,0.5025,0.7787,0.3249,0.2753,0.5885,0.7929
0.1283,0.8661,0.3127,0.1651,0.3199,0.4901,0.5187,0.6813,0.6389
0.8081,0.1551,0.0055,0.6519,0.2621,0.3619,0.1037,0.2341,0.0451
0.7259,0.2553,0.7707,0.2105,0.0581,0.5867,0.6071,0.8745,0.3005
0.4633,0.5661,0.0483,0.1223,0.3233,0.6733,0.0739,0.9371,0.5679
0.0427,0.0899,0.8831,0.7259,0.7181,0.3131,0.7173,0.2995,0.7865
0.4761,0.1949,0.4885,0.5045,0.5619,0.9911,0.4429,0.0365,0.0361
0.6815,0.2539,0.4533,0.1171,0.1705,0.6557,0.2601,0.9233,0.0523
0.2285,0.0069,0.4155,0.4825,0.4165,0.7529,0.2015,0.6851,0.5459
0.8761,0.9043,0.6581,0.3243,0.1907,0.8487,0.4235,0.4181,0.3869
0.6775,0.3309,0.7455,0.4985,0.5929,0.5549,0.2553,0.4385,0.5885
0.8505,0.7867,0.9615,0.6623,0.4637,0.5839,0.7871,0.8311,0.0813
0.1967,0.4311,0.4973,0.4873,0.1691,0.9511,0.9461,0.8247,0.7369
0.2271,0.4179,0.7215,0.3659,0.4557,0.8947,0.8165,0.9741,0.2175
0.1999,0.0911,0.6571,0.5989,0.0187,0.4053,0.1117,0.4067,0.8041
0.5661,0.4869,0.3199,0.1615,0.2975,0.8607,0.5143,0.3097,0.6009
0.4193,0.9255,0.8059,0.0119,0.5423,0.8739,0.5949,0.4691,0.5937
0.2481,0.2705,0.9879,0.5005,0.9905,0.9769,0.8831,0.0359,0.1093
0.0783,0.9137,0.3737,0.1663,0.2633,0.9211,0.8835,0.1807,0.2927
0.5877,0.6095,0.0953,0.0495,0.8771,0.2365,0.0025,0.8259,0.9653
0.9963,0.4141,0.7267,0.3021,0.8019,0.3897,0.7391,0.4965,0.2981
0.2215,0.4289,0.1799,0.8823,0.3863,0.7415,0.1273,0.8823,0.6767
0.5705,0.8039,0.7205,0.8745,0.3591,0.9681,0.9791,0.2471,0.8563
0.0183,0.7011,0.2275,0.3305,0.0729,0.5489,0.5079,0.0223,0.4139
0.8695,0.3581,0.2657,0.2593,0.5187,0.2927,0.3165,0.5315,0.5869
0.2903,0.1539,0.7591,0.2209,0.4609,0.8707,0.4945,0.0289,0.9717
0.8555,0.0247,0.5829,0.8309,0.9307,0.2839,0.7239,0.0703,0.9277
0.4029,0.1693,0.7329,0.3289,0.2329,0.3561,0.1663,0.6135,0.8101
0.3987,0.3311,0.7879,0.8941,0.0885,0.7525,0.8653,0.4707,0.9869
0.4803,0.5899,0.6451,0.8687,0.5647,0.7569,0.5799,0.7479,0.3275
0.7609,0.5447,0.5225,0.2579,0.1959,0.0599,0.4581,0.3697,0.3191
0.5485,0.6837,0.8335,0.2565,0.0769,0.7193,0.1971,0.0469,0.3837
0.1397,0.5987,0.1167,0.3763,0.8393,0.9565,0.2693,0.6473,0.0159
0.8323,0.1705,0.3537,0.3653,0.5755,0.6135,0.9027,0.7099,0.5487
0.3253,0.2455,0.0675,0.6381,0.7955,0.3797,0.1849,0.4421,0.8219
0.5569,0.4245,0.1665,0.4553,0.7917,0.7091,0.9187,0.6535,0.5341
0.2351,0.9061,0.0925,0.8831,0.4357,0.3545,0.5763,0.4207,0.8267
0.7773,0.7953,0.1963,0.7337,0.6309,0.0905,0.1437,0.9245,0.0631
0.6227,0.7443,0.8501,0.0251,0.3983,0.7689,0.2229,0.4391,0.0439
0.4715,0.6587,0.0623,0.3621,0.5539,0.2871,0.3761,0.9297,0.0313
0.9443,0.2507,0.1359,0.8057,0.1725,0.9459,0.8433,0.7723,0.7439
0.1787,0.1519,0.7349,0.4845,0.4137,0.7925,0.1099,0.2123,0.8677
0.6397,0.8299,0.7229,0.3869,0.6491,0.9605,0.7569,0.8217,0.5655
0.9043,0.7791,0.5445,0.6613,0.2551,0.5925,0.3197,0.8725,0.0623
0.7993,0.3737,0.1881,0.2605,0.9865,0.6071,0.3735,0.2459,0.4605
0.6279,0.7797,0.5141,0.3131,0.1967,0.9263,0.7233,0.2255,0.5361
0.7677,0.5733,0.0267,0.1259,0.9995,0.6067,0.6731,0.8219,0.9309
0.8031,0.1487,0.0855,0.8203,0.5735,0.8311,0.7663,0.2547,0.3591
0.2565,0.3295,0.8935,0.3223,0.1597,0.4367,0.1671,0.1669,0.5149
0.7243,0.5785,0.5999,0.2155,0.8919,0.8989,0.5235,0.5225,0.4081
0.7401,0.0559,0.2063,0.5373,0.9499,0.6947,0.9989,0.9611,0.3541
0.7153,0.9429,0.3705,0.7425,0.5601,0.9311,0.8129,0.7387,0.1211
0.5793,0.4881,0.9077,0.9363,0.2021,0.7811,0.3153,0.8539,0.3465
0.2047,0.1175,0.7063,0.9271,0.0377,0.7165,0.0049,0.7621,0.5427
0.7881,0.1613,0.3133,0.3119,0.3831,0.7409,0.0721,0.2239,0.0767
0.3555,0.9999,0.7617,0.4117,0.8387,0.0043,0.1621,0.4635,0.2849
0.3811,0.5893,0.1279,0.5559,0.6887,0.5355,0.4787,0.3109,0.5755
0.2693,0.4823,0.4971,0.2807,0.0941,0.4473,0.9473,0.1617,0.5589
0.1079,0.3535,0.6381,0.1667,0.9043,0.7233,0.5761,0.0341,0.9369
0.5117,0.1979,0.4229,0.7701,0.7353,0.0801,0.7455,0.8093,0.9469
0.5067,0.4887,0.3499,0.8985,0.8029,0.1983,0.2849,0.5649,0.1409
0.5797,0.9051,0.8209,0.2077,0.8763,0.5959,0.5405,0.9605,0.7379
0.2969,0.9809,0.3747,0.8505,0.1269,0.0187,0.3659,0.6771,0.6243
0.3151,0.1837,0.5321,0.7163,0.1603,0.0397,0.2827,0.5469,0.7971
0.0863,0.0685,0.8507,0.7417,0.6671,0.2175,0.5031,0.6189,0.1985
0.8033,0.0413,0.7263,0.4297,0.4861,0.6037,0.5639,0.6727,0.7613
0.1741,0.7399,0.4745,0.4047,0.3425,0.5875,0.3121,0.2673,0.7581
0.0671,0.5967,0.4937,0.9845,0.3015,0.0053,0.2861,0.5467,0.7247
0.7131,0.6471,0.8415,0.5209,0.5091,0.6595,0.2525,0.4837,0.4963
0.6681,0.4159,0.4787,0.8613,0.3201,0.7139,0.9643,0.6839,0.1999
0.3089,0.6625,0.5895,0.4261,0.4077,0.3555,0.5753,0.8019,0.2187
0.4819,0.5435,0.9545,0.0389,0.0209,0.5345,0.3925,0.5757,0.8851
0.6363,0.9343,0.3689,0.9083,0.3503,0.9155,0.1953,0.9525,0.2037
0.8391,0.7811,0.6019,0.1525,0.0785,0.6621,0.7665,0.3773,0.2811
0.8583,0.2653,0.8355,0.3207,0.5341,0.8309,0.7071,0.8125,0.6375
0.0419,0.2451,0.3601,0.3117,0.5803,0.2207,0.1633,0.4797,0.4205
0.4953,0.8389,0.1445,0.6887,0.2461,0.1417,0.0513,0.8549,0.0865
0.3857,0.1585,0.2127,0.6023,0.7765,0.5779,0.0145,0.8481,0.2567
0.9029,0.2253,0.0997,0.8373,0.3451,0.7849,0.2077,0.6457,0.8315
0.7713,0.6005,0.4127,0.8253,0.5011,0.3571,0.3535,0.4675,0.4791
0.0973,0.8669,0.3711,0.6113,0.8009,0.1867,0.1841,0.7915,0.3453
0.5013,0.6549,0.6445,0.0541,0.0237,0.7191,0.6805,0.0889,0.6419
0.6429,0.2481,0.5827,0.0217,0.9653,0.0285,0.5145,0.0979,0.4217
0.9595,0.3691,0.4057,0.6285,0.0429,0.8395,0.4217,0.0087,0.7123
0.2175,0.5523,0.5013,0.5145,0.3311,0.7833,0.9825,0.6575,0.1957
0.9363,0.9167,0.7037,0.4715,0.6733,0.9823,0.4145,0.5291,0.2145
0.1621,0.7469,0.9719,0.6169,0.7131,7e-04,0.4919,0.2869,0.0571
0.5045,0.3307,0.3529,0.8517,0.4071,0.2753,0.5095,0.6545,0.1073
0.4689,0.0779,0.8947,0.3521,0.0533,0.0365,0.3255,0.4477,0.3533
0.8431,0.0959,0.6881,0.2557,0.7381,0.3621,0.3303,0.5737,0.2715
0.4501,0.4797,0.0975,0.7245,0.2601,0.0485,0.9355,0.4367,0.6713
0.6817,0.2459,0.8861,0.8769,0.5739,0.2565,0.1955,0.2681,0.8761
0.1761,0.0711,0.6973,0.7045,0.6725,0.3121,0.4813,0.0851,0.7675
0.8829,0.1319,0.5455,0.5033,0.8981,0.5377,0.4263,0.2155,0.5163
0.5413,0.6849,0.5739,0.6551,0.5753,0.5915,0.1637,0.7631,0.3937
0.3295,0.6991,0.3279,0.0033,0.1435,0.5261,0.9997,0.6881,0.6969
0.8727,0.9475,0.9955,0.2015,0.3515,0.5707,0.3801,0.9761,0.3325
0.7997,0.3115,0.2217,0.2997,0.9239,0.5131,0.7171,0.9919,0.1133
0.0133,0.3831,0.4997,0.1471,0.4407,0.7699,0.0473,0.1595,0.4667
0.2231,0.9005,0.5755,0.1813,0.0493,0.6041,0.2533,0.0857,0.2405
0.0903,0.8685,0.5905,0.2563,0.4473,0.8897,0.1901,0.6895,0.5413
0.7451,0.5455,0.2271,0.3741,0.2921,0.4405,0.2457,0.4621,0.6173
0.6129,0.7595,0.9411,0.9243,0.7927,0.6605,0.8515,0.5585,0.2271
